University,Department,Overall_Pay,LW_Ratio,Academic_Year,Program_Year,12_M_Gross_Pay,9_M_Gross_Pay,3_M_Gross_Pay,Fees
University of Virginia (UVA),BIMS,35000,1.53,2022-2023,5th,35000,,,
University of Virginia (UVA),Chemistry,37000,1.62,2023-2024,1st,37000,,,
University of Virginia (UVA),Computer Science,35000,1.53,2023-2024,1st,35000,,,
University of Virginia (UVA),Political science ,30000,1.31,2023-2024,1st,,24000,6000,
University of Virginia (UVA),Systems Engineering,35000,1.53,2022-2023,,35000,,,
University of Virginia (UVA),Biology,30500,1.34,2022-2023,4th,30500,,,
University of Virginia (UVA),Materials Science,29853,1.31,2022-2023,3rd,29853,,,
University of Virginia (UVA),Mathematics,26000,1.14,2022-2023,2nd,26000,,,
University of Virginia (UVA),Chemistry,28000,1.23,2022-2023,4th,28000,,,
University of Virginia (UVA),Computer science ,37000,1.62,2022-2023,4th,37000,,,
University of Virginia (UVA),English,30000,1.31,2022-2023,4th,30000,,,
University of Virginia (UVA),Computer Science,35000,1.53,2022-2023,,35000,,,
University of Virginia (UVA),Electrical and Computer Engineering,35000,1.53,2022-2023,,35000,,,
University of Virginia (UVA),ESE,32000,1.4,2022-2023,4th,32000,,,
University of Virginia (UVA),Biomedical Engineering,32500,1.42,2022-2023,2nd,32500,,,
University of Virginia (UVA),Biomedical Sciences - Biochemistry and Molecular Genetics,32500,1.42,2021-2022,5th,32500,,,
University of Virginia (UVA),Astronomy,28000,1.23,2020-2021,1st,28000,,,
University of Virginia (UVA),Religious Studies,26000,1.14,2022-2023,1st,26000,,,
University of Virginia (UVA),Biomedical Engineer,32500,1.42,2022-2023,1st,32500,,,
University of Virginia (UVA),Philosophy,26000,1.14,2022-2023,,26000,,,
University of Virginia (UVA),System Engineering,27000,1.18,2022-2023,1st,27000,,,
University of Virginia (UVA),Psychology,24000,1.05,2021-2022,5th,24000,,,
University of Virginia (UVA),History,26000,1.14,2022-2023,5th,26000,,,
University of Virginia (UVA),Psychology,24000,1.05,2020-2021,,24000,,,
University of Virginia (UVA),School of Medicine / biomedical sciences graduate program,32500,1.42,2021-2022,4th,32500,,,
University of Virginia (UVA),Philosophy,26000,1.14,2022-2023,1st,26000,,,
University of Virginia (UVA),Physics,28000,1.23,2022-2023,1st,28000,,,
University of Virginia (UVA),Biomedical Engineering,32500,1.42,2021-2022,1st,32500,,,
University of Virginia (UVA),Engineering Systems and Environment,34000,1.49,2021-2022,2nd,34000,,,
University of Virginia (UVA),Nursing,15000,0.66,2021-2022,3rd,,15000,,
University of Virginia (UVA),History PhD,26000,1.14,2021-2022,3rd,26000,,,
University of Virginia (UVA),Medical Scientist Training Program,33500,1.47,2021-2022,6th and up,33500,,,
University of Virginia (UVA),Physics,26800,1.17,2021-2022,1st,26800,,,
University of Virginia (UVA),Education,32000,1.4,2020-2021,,32000,,,
University of Virginia (UVA),,24,0,2020-2021,,24,,,
University of Virginia (UVA),Environmental Sciences,26000,1.14,2019-2020,4th,,20000,6000,
University of Virginia (UVA),BIMS/ Biomedical sciences,32500,1.42,2021-2022,2nd,32500,,,
University of Virginia (UVA),Chemistry,27000,1.18,2021-2022,1st,27000,,,
University of Virginia (UVA),Psychology,24000,1.05,2017-2018,1st,24000,,,
University of Virginia (UVA),materials science and engineering,27900,1.22,2020-2021,2nd,27900,,,
University of Virginia (UVA),History,24000,1.05,2020-2021,4th,24000,,,
University of Virginia (UVA),Biomedical Sciences,32500,1.42,2020-2021,3rd,32500,,,
University of Virginia (UVA),History,24000,1.05,2021-2022,1st,24000,,,
University of Virginia (UVA),Environmental Sciences,26000,1.14,2020-2021,3rd,,20000,6000,
University of Virginia (UVA),Neuroscience,32500,1.42,2020-2021,3rd,32500,,,
University of Virginia (UVA),Special Education,20000,0.88,2022-2023,1st,20000,,,
University of Virginia (UVA),Chemistry,27000,1.18,2021-2022,1st,27000,,,
University of Virginia (UVA),Astronomy,26000,1.14,2021-2022,1st,26000,,,
University of Virginia (UVA),Economics,20000,0.88,2017-2018,5th,,20000,,
University of Virginia (UVA),Psychology,32000,1.4,2021-2022,,32000,,,
University of Virginia (UVA),BIMS,32000,1.4,2020-2021,4th,32000,,,
University of Virginia (UVA),Materials Science and Engineering,26245,1.15,2021-2022,1st,26245,,,
University of Virginia (UVA),Spanish Italian and Portuguese,24000,1.05,2020-2021,1st,24000,,,
University of Virginia (UVA),Chemical Engineering,30000,1.31,2020-2021,1st,30000,,,
University of Virginia (UVA),Chemical Engineering,30000,1.31,2020-2021,,30000,,,
University of Virginia (UVA),French,22000,0.96,2020-2021,2nd,22000,,,
University of Virginia (UVA),Computer Science,29536,1.29,2020-2021,1st,29536,,,
University of Virginia (UVA),Biology,30500,1.34,2020-2021,1st,30500,,,
University of Virginia (UVA),Psychology,24000,1.05,2020-2021,5th,24000,,,
University of Virginia (UVA),ECE,26000,1.14,2020-2021,1st,26000,,,
University of Virginia (UVA),Economics ,22500,0.99,2019-2020,1st,28500,,,6000
University of Virginia (UVA),,24000,1.05,2019-2020,2nd,24000,,,
University of Virginia (UVA),Economics,24000,1.05,2020-2021,1st,24000,,,
University of Virginia (UVA),Psychology,24000,1.05,2019-2020,1st,24000,,,
University of Virginia (UVA),Psychology,24000,1.05,2020-2021,3rd,24000,,,
University of Virginia (UVA),Psychology,24000,1.05,2020-2021,1st,24000,,,
University of Virginia (UVA),Psychology,20000,0.88,2019-2020,5th,,20000,,
University of Virginia (UVA),Psychology,24000,1.05,2019-2020,1st,24000,,,
University of Virginia (UVA),Psychology,24000,1.05,2020-2021,5th,24000,,,
University of Virginia (UVA),Spanish,24000,1.05,2020-2021,,,20000,4000,
University of Virginia (UVA),Materials Science and Engineering,25000,1.09,2020-2021,2nd,25000,,,
University of Virginia (UVA),BIOMEDICAL ENGINEERING ,30500,1.34,2020-2021,,30500,,,
University of Virginia (UVA),system engineering,30000,1.31,2020-2021,5th,30000,,,
University of Virginia (UVA),Mathematics,24000,1.05,2020-2021,1st,24000,,,
University of Virginia (UVA),English (Creative Writing),20000,0.88,2020-2021,,,20000,,
University of Virginia (UVA),Graduate School of Arts and Sciences,27000,1.18,2020-2021,1st,27000,,,
University of Virginia (UVA),Graduate School of Arts and Sciences,27000,1.18,2020-2021,1st,27000,,,
University of Virginia (UVA),School of Nursing,5000,0.22,2018-2019,2nd,,23858,,18858
University of Virginia (UVA),Environmental Sciences,26000,1.14,2018-2019,4th,26000,,,
University of Virginia (UVA),Chemistry,27000,1.18,2018-2019,1st,27000,,,
University of Virginia (UVA),Curriculum & Instruction,18000,0.79,2019-2020,2nd,,18000,,
University of Virginia (UVA),Psychology,24000,1.05,2019-2020,3rd,24000,,,
University of Virginia (UVA),History,20000,0.88,2018-2019,4th,,20000,,
University of Virginia (UVA),Biomedical Engineering,32000,1.4,2019-2020,1st,32000,,,
University of Virginia (UVA),Curry School of Education,27000,1.18,2018-2019,2nd,,27000,,
University of Virginia (UVA),French ,20000,0.88,2019-2020,1st,20000,,,
University of Virginia (UVA),French ,20000,0.88,2019-2020,1st,20000,,,
University of Virginia (UVA),French ,24000,1.05,2019-2020,1st,24000,,,
University of Virginia (UVA),French ,24000,1.05,2019-2020,1st,24000,,,
University of Virginia (UVA),Religious Studies,24000,1.05,2018-2019,3rd,24000,,,
University of Virginia (UVA),Clinical and School Psychology,32000,1.4,2019-2020,1st,,32000,,
University of Virginia (UVA),Materials Science and Engineering,27000,1.18,2018-2019,5th,27000,,,
University of Virginia (UVA),Psychology,30000,1.31,2019-2020,1st,,26000,4000,
University of Virginia (UVA),philosophy,22000,0.96,2018-2019,1st,22000,,,
University of Virginia (UVA),BIMS,32000,1.4,2019-2020,1st,32000,,,
University of Virginia (UVA),BIMS,32000,1.4,2019-2020,1st,32000,,,
University of Virginia (UVA),Religious Studies,24000,1.05,2019-2020,1st,24000,,,
University of Virginia (UVA),Psychology,24000,1.05,2019-2020,1st,24000,,,
University of Virginia (UVA),Politics ,24000,1.05,2017-2018,,,24000,,
University of Virginia (UVA),Music,24000,1.05,2018-2019,1st,24000,,,
University of Virginia (UVA),chemical engineering ,27000,1.18,2018-2019,4th,27000,,,
University of Virginia (UVA),Biology,30500,1.34,2018-2019,1st,,23000,7500,
University of Virginia (UVA),microbiology,30000,1.31,2018-2019,3rd,30000,,,
University of Virginia (UVA),Materials Science and Engineering,28000,1.23,2018-2019,5th,28000,,,
University of Virginia (UVA),Chemistry,27000,1.18,2018-2019,3rd,27000,,,
University of Virginia (UVA),Music ,24000,1.05,2018-2019,1st,24000,,,
University of Virginia (UVA),Politics,20000,1.02,2014-2015,1st,,20000,,
University of Virginia (UVA),English,26000,1.14,2016-2017,,26000,,,
University of Virginia (UVA),Physics,24000,1.05,2016-2017,,24000,,,
University of Virginia (UVA),Physics,20000,0.88,2016-2017,,20000,,,
University of Virginia (UVA),Chemical Engineering,27000,1.18,2016-2017,,27000,,,
University of Virginia (UVA),History,16000,0.7,2016-2017,1st,16000,,,
University of Virginia (UVA),Neuroscience,30000,1.31,2016-2017,2nd,30000,,,
University of Virginia (UVA),Biomedical Sciences,30000,1.31,2017-2018,1st,30000,,,
University of Virginia (UVA),Biomedical Engineering,30000,1.31,2017-2018,1st,30000,,,
University of Virginia (UVA),Classics,22000,0.96,2017-2018,1st,,18000,4000,
University of Virginia (UVA),Architecture,20000,0.88,2017-2018,1st,20000,,,
University of Virginia (UVA),mechanical engineering,25000,1.09,2016-2017,1st,25000,,,
University of Virginia (UVA),Religious Studies,24000,1.05,2016-2017,1st,24000,,,
University of Virginia (UVA),Pathology/BIMS,28500,1.25,2016-2017,3rd,28500,,,
University of Virginia (UVA),Economics,24000,1.05,2016-2017,1st,24000,,,
University of Virginia (UVA),Political Science,24000,1.05,2016-2017,1st,24000,,,
University of Virginia (UVA),Politics,18000,0.79,2016-2017,1st,,18000,,
University of Virginia (UVA),Religious Studies,24000,1.05,2016-2017,,,20000,4000,
University of Virginia (UVA),BIMS,28500,1.25,2016-2017,,28500,,,
University of Virginia (UVA),English,24000,1.05,2015-2016,1st,24000,,,
University of Virginia (UVA),Education,28400,1.45,2014-2015,2nd,28400,,,
University of Virginia (UVA),Materials Science and Engineering,21000,1.07,2014-2015,1st,21000,,,
University of Virginia (UVA),Department of English,24000,1.05,2015-2016,1st,,24000,,
University of Virginia (UVA),History,20000,1.02,2014-2015,2nd,,20000,,
University of Virginia (UVA),History,20000,1.02,2013-2014,1st,,20000,,
University of Virginia (UVA),History,20000,1.02,2014-2015,2nd,,20000,,
University of Virginia (UVA),Computer Science,23000,1.01,2015-2016,1st,23000,,,
University of Virginia (UVA),MAE,21000,1.07,2014-2015,1st,21000,,,
University of Virginia (UVA),Microbiology,19400,0.99,2002-2003,1st,19400,,,
University of Virginia (UVA),,21459,1.1,2014-2015,6th and up,21459,,,
University of Virginia (UVA),Materials science ,24000,1.23,2013-2014,4th,24000,,,
University of Virginia (UVA),Materials Science and Engineering,24000,1.23,2014-2015,5th,24000,,,
University of Virginia (UVA),Microbiology Immunology and Cancer Biology,28500,1.46,2013-2014,6th and up,28500,,,
University of Virginia (UVA),Materials Science and Engineering,24000,1.23,2014-2015,4th,24000,,,
University of Virginia (UVA),Materials Science and Engineering,32000,1.63,2012-2013,5th,32000,,,
University of Virginia (UVA),Chemical Engineering,32000,1.63,2013-2014,4th,32000,,,
University of Virginia (UVA),Chemical Engineering,25000,1.28,2013-2014,4th,25000,,,
University of Warwick,Behavioural Science,19800,,2023-2024,1st,19800,,,
University of Warwick (UK),Chemistry,19685,,2019-2020,3rd,19685,,,
University of Warwick (UK),Computer Science,21000,,2017-2018,4th,21000,,,
University of Washington,Physics,27340,,2014-2015,6th and up,28900,,,1560
University of Washington (UW),,25767,1.11,2024-2025,1st,,25767,,
University of Washington (UW),Sociology,27360,1.18,2024-2025,2nd,,28215,,855
University of Washington (UW),QERM,33216,1.43,2023-2024,3rd,34356,,,1140
University of Washington (UW),rehabilitation medicine,35000,1.5,2024-2025,1st,35000,,,
University of Washington (UW),Electrical Engineering,36000,1.55,2022-2023,1st,38000,,,2000
University of Washington (UW),Earth and Space Science,34900,1.5,2023-2024,3rd,36000,,,1100
University of Washington (UW),Socilogy,20,0,2024-2025,,80,,,100
University of Washington (UW),Epidemiology ,21300,0.91,2023-2024,1st,,22140,,840
University of Washington (UW),Mechanical Engineering,41480,1.78,2022-2023,5th,42480,,,1000
University of Washington (UW),Sociology,22750,0.98,2022-2023,1st,,23000,,250
University of Washington (UW),Political Science,28975,1.24,2022-2023,1st,,25011,5000,1036
University of Washington (UW),Quantum Information Science & Engineering,36750,1.58,2023-2024,2nd,37000,,,250
University of Washington (UW),Sociology,23024,0.99,2022-2023,1st,,23274,,250
University of Washington (UW),Pharmacology,45000,1.93,2023-2024,1st,45000,,,
University of Washington (UW),Physics,34000,1.46,2022-2023,2nd,35000,,,1000
University of Washington (UW),Political Science,24234,1.04,2022-2023,1st,,25011,,777
University of Washington (UW),English,27000,1.16,2022-2023,1st,,27000,,
University of Washington (UW),Biology,34040,1.46,2023-2024,1st,34040,,,
University of Washington (UW),Norwegian,26350,1.13,2023-2024,1st,,27000,,650
University of Washington (UW),Human Centered Design and Engineering (HCDE),27801,1.19,2023-2024,,,27801,,
University of Washington (UW),Norwegian,26350,1.13,2023-2024,1st,,27000,,650
University of Washington (UW),History,30000,1.29,2023-2024,1st,,27000,3000,
University of Washington (UW),Economics,23250,1,2022-2023,2nd,,24000,,750
University of Washington (UW),Physics,21813,0.94,2022-2023,1st,,22590,,777
University of Washington (UW),School of Medicine ,39000,1.68,2022-2023,5th,40000,,,1000
University of Washington (UW),Physics,30842,1.32,2021-2022,5th,31862,,,1020
University of Washington (UW),Earth and Space Sciences,31620,1.36,2022-2023,3rd,32320,,,700
University of Washington (UW),Mechanical Engineering,33768,1.45,2022-2023,2nd,33768,,,
University of Washington (UW),Aquatic and Fishery Sciences,31250,1.34,2022-2023,3rd,32000,,,750
University of Washington (UW),Computer Science and Engineering ,29861,1.28,2022-2023,2nd,,30114,,253
University of Washington (UW),Atmospheric Sciences,45000,1.93,2022-2023,5th,45000,,,
University of Washington (UW),Atmospheric Sciences,41027,1.76,2022-2023,5th,41804,,,777
University of Washington (UW),Public Health Genetics,34880,1.5,2022-2023,1st,35000,,,120
University of Washington (UW),Bioengineering,37820,1.62,2022-2023,1st,39420,,,1600
University of Washington (UW),MCB,39200,1.68,2022-2023,4th,40000,,,800
University of Washington (UW),Molecular Engineering ,35000,1.5,2022-2023,1st,36000,,,1000
University of Washington (UW),Genome Sciences,39894,1.71,2022-2023,1st,41208,,,1314
University of Washington (UW),Pharmacology,37772,1.62,2020-2021,1st,38784,,,1012
University of Washington (UW),electrical and computer engineering ,2871,0.12,2022-2023,5th,,2871,,
University of Washington (UW),Applied Math,34038,1.46,2022-2023,1st,,26091,8697,750
University of Washington (UW),Biochem,40408,1.74,2022-2023,1st,41208,,,800
University of Washington (UW),Computer Science,32000,1.37,2020-2021,1st,,32000,,
University of Washington (UW),Computer Science,18318,0.79,2021-2022,2nd,,18933,,615
University of Washington (UW),Computer Science & Engineering,47790,2.05,2021-2022,1st,,28674,19116,
University of Washington (UW),Computer Science and Engineering,8100,0.35,2020-2021,2nd,,3100,5000,
University of Washington (UW),Computer Science and Engineering,28116,1.21,2020-2021,1st,,28116,,
University of Washington (UW),iSchool,36000,1.55,2021-2022,1st,,36000,,
University of Washington (UW),Information Science,26250,1.13,2021-2022,1st,,27000,,750
University of Washington (UW),Human Centered Design & Engineering,26232,1.13,2021-2022,1st,,26991,,759
University of Washington (UW),nutrition,1600,0.07,2022-2023,1st,1600,,,
University of Washington (UW),philosophy,25674,1.1,2021-2022,1st,,21924,4000,250
University of Washington (UW),Political Science,22590,0.97,2022-2023,1st,,22590,,
University of Washington (UW),Human Centered Design and Engineering (HCDE),26991,1.16,2022-2023,1st,,26991,,
